feathery false lily of the vally,Maianthemum,racemosum,(L.)Link,,,
partridgeberry,Mitchella,repens,L.,,,
rock muhly,Muhlenbergia,sobolifera,(Muhl.exWilld.)Trin.,,,
devil's-tongue,Opuntia,humifusa,(Raf.)Raf.,,,
golden ragwort,Packera,aurea,(L.)A.&D.Löve,,,
switchgrass,Panicum,virgatum,L.,,,
broad beechfern,Phegopteris,hexagonoptera,(Michx.)Fée,,,
American lopseed,Phryma,leptostachya,L.,,,
clammy groundcherry,Physalis,heterophylla,Nees,,,
pitch pine,Pinus,rigida,P.Mill.,,,
climbing false buckwheat,Polygonum,scandens,L.,,,
Christmas fern,Polystichum,acrostichoides,(Michx.)Schott,,,
Norwegian cinquefoil,Potentilla,norvegica,L.,,,
Carolina rose,Rosa,carolina,L.,,,
bristly dewberry,Rubus,hispidus,L.,,,
wreath goldenrod,Solidago,caesia,L.,,,
gray goldenrod,Solidago,nemoralis,Ait.,,,
seaside goldenrod,Solidago,sempervirens,L.,,,
swamp wedgescale,Sphenopholis,pensylvanica,(L.)A.S.Hitchc.,,,
Skunk Cabbage,Symplocarpus,foetidus,,,,
New York fern,Thelypteris,noveboracensis,(L.)Nieuwl.,,,
clasping Venus' looking-glass,Triodanis,perfoliata,(L.)Nieuwl.,,,
highbush blueberry,Vaccinium,corymbosum,L.,,,
New York ironweed,Vernonia,noveboracensis,(L.)Michx.,,,
early blue violet,Viola,palmata,L.,,,
fox grape,Vitis,labrusca,L.,,,
butternut,Juglans,cinerea,L.,,,
hairy lespedeza,Lespedeza,hirta,(L.)Hornem.,,,
flat-top goldentop,Euthamia,graminifolia,(L.)Nutt.,,,
roundlobe hepatica,Hepatica,nobilis,Schreb.var.obtusa(Pursh)Steyermark,,,
groundcedar,Lycopodium,complanatum,L.,,,
common evening-primrose,Oenothera,biennis,L.,,,
early saxifrage,Saxifraga,virginiensis,Michx.,,,
white baneberry,Actaea,pachypoda,Ell.,,,
American beachgrass,Ammophila,breviligulata,Fern.,,,
slimspike threeawn,Aristida,longispica,Poir.,,,
crested saltbush,Atriplex,cristata,Humb.&Bonpl.exWilld.,,,
smallspike false nettle,Boehmeria,cylindrica,(L.)Sw.,,,
parasol sedge,Carex,umbellata,SchkuhrexWilld.,,,
common hackberry,Celtis,occidentalis,L.,,,
seaside sandmat,Chamaesyce,polygonifolia,(L.)Small,,,
alternateleaf dogwood,Cornus,alternifolia,L.f.,,,
fragrant flatsedge,Cyperus,odoratus,L.,,,
inland saltgrass,Distichlis,spicata,(L.)Greene,,,
whitegrass,Leersia,virginica,Willd.,,,
Tuliptree,Liriodendron,Tulipifera,,,,
northern evening-primrose,Oenothera,parviflora,L.,,,
common reed,Phragmites,australis,(Cav.)Trin.exSteud.,,,
goose tongue,Plantago,maritima,L.,,,
Virginia mountainmint,Pycnanthemum,virginianum,(L.)T.Dur.&B.D.JacksonexB.L.Robins.&Fern.,,,
black oak,Quercus,velutina,Lam.,,,
smooth blackberry,Rubus,canadensis,L.,,,
chickenclaws,Sarcocornia,perennis,(P.Mill.)A.J.Scott,,,
Pennsylvania catchfly,Silene,caroliniana,Walt.ssp.pensylvanica(Michx.)Clausen,,,
purple sandgrass,Triplasis,purpurea,(Walt.)Chapman,,,
chestnut oak,Quercus,prinus,L.,,,
anisescented goldenrod,Solidago,odora,Ait.,,,
forked bluecurls,Trichostema,dichotomum,L.,,,
woman's tobacco,Antennaria,plantaginifolia,(L.)Richards.,,,
Indianhemp,Apocynum,cannabinum,L.,,,
yellow thistle,Cirsium,horridulum,Michx.,,,
pasture thistle,Cirsium,pumilum,(Nutt.)Spreng.,,,
common boneset,Eupatorium,perfoliatum,L.,,,
Allegheny hawkweed,Hieracium,paniculatum,L.,,,
flaxleaf whitetop aster,Ionactis,linariifolius,(L.)Greene,,,
whorled milkwort,Polygala,verticillata,L.,,,
little bluestem,Schizachyrium,scoparium,(Michx.)Nash,,,
Canada germander,Teucrium,canadense,L.,,,
purpletop tridens,Tridens,flavus,(L.)A.S.Hitchc.,,,
devil's darning needles,Clematis,virginiana,L.,,,
swamp verbena,Verbena,hastata,L.,,,
white colicroot,Aletris,farinosa,L.,,,
bigleaf aster,Eurybia,macrophylla,(L.)Cass.,,,
slender threeseed mercury,Acalypha,gracilens,Gray,,,
saltmarsh false foxglove,Agalinis,maritima,(Raf.)Raf.,,,
slenderleaf false foxglove,Agalinis,tenuifolia,(Vahl)Raf.,,,
winter bentgrass,Agrostis,hyemalis,(Walt.)B.S.P.,,,
upland bentgrass,Agrostis,perennans,(Walt.)Tuckerman,,,
speckled alder,Alnus,incana,(L.)Moenchssp.rugosa(DuRoi)Clausen,,,
hazel alder,Alnus,serrulata,(Ait.)Willd.,,,
Canadian serviceberry,Amelanchier,canadensis,(L.)Medik.,,,
lyrate rockcress,Arabis,lyrata,L.,,,
densetuft hairsedge,Bulbostylis,capillaris,(L.)KunthexC.B.Clarke,,,
oval-leaf sedge,Carex,cephalophora,Muhl.exWilld.,,,
Pennsylvania sedge,Carex,pensylvanica,Lam.,,,
mockernut hickory,Carya,alba,(L.)Nutt.,,,
white turtlehead,Chelone,glabra,L.,,,
pipsissewa,Chimaphila,umbellata,(L.)W.Bart.,,,
black bugbane,Cimicifuga,racemosa,(L.)Nutt.,,,
American hazelnut,Corylus,americana,Walt.,,,
moccasin flower,Cypripedium,acaule,Ait.,,,
Dillenius' ticktrefoil,Desmodium,glabellum,(Michx.)DC.,,,
smooth small-leaf ticktrefoil,Desmodium,marilandicum,(L.)DC.,,,
panicledleaf ticktrefoil,Desmodium,paniculatum,(L.)DC.,,,
elliptic spikerush,Eleocharis,elliptica,Kunth,,,
dwarf spikerush,Eleocharis,parvula,"(Roemer&J.A.Schultes)LinkexBluff,Nees&Schauer",,,
purpleleaf willowherb,Epilobium,coloratum,Biehler,,,
field horsetail,Equisetum,arvense,L.,,,
roundleaf thoroughwort,Eupatorium,rotundifolium,L.,,,
crimsoneyed rosemallow,Hibiscus,moscheutos,L.,,,
rattlesnakeweed,Hieracium,venosum,L.,,,
harlequin blueflag,Iris,versicolor,L.,,,
Jesuit's bark,Iva,frutescens,L.,,,
saltmeadow rush,Juncus,gerardii,Loisel.,,,
hairy pinweed,Lechea,mucronata,Raf.,,,
violet lespedeza,Lespedeza,violacea,(L.)Pers.,,,
Carolina sealavender,Limonium,carolinianum,(Walt.)Britt.,,,
great blue lobelia,Lobelia,siphilitica,L.,,,
American water horehound,Lycopus,americanus,Muhl.exW.Bart.,,,
maleberry,Lyonia,ligustrina,(L.)DC.,,,
Allegheny monkeyflower,Mimulus,ringens,L.,,,
northern bayberry,Morella,pensylvanica,(Mirbel),Kartesz,,
blackgum,Nyssa,sylvatica,Marsh.,,,
witchgrass,Panicum,capillare,L.,,,
Canadian lousewort,Pedicularis,canadensis,L.,,,
black chokeberry,Photinia,melanocarpa,(Michx.)Robertson&Phipps,,,
American sycamore,Platanus,occidentalis,L.,,,
dotted smartweed,Polygonum,punctatum,Ell.,,,
jumpseed,Polygonum,virginianum,L.,,,
dwarf cinquefoil,Potentilla,canadensis,L.,,,
common cinquefoil,Potentilla,simplex,Michx.,,,
narrowleaf mountainmint,Pycnanthemum,tenuifolium,Schrad.,,,
American wintergreen,Pyrola,americana,Sweet,,,
white oak,Quercus,alba,L.,,,
scarlet oak,Quercus,coccinea,Muenchh.,,,
littleleaf buttercup,Ranunculus,abortivus,L.,,,
blisterwort,Ranunculus,recurvatus,Poir.,,,
swamp azalea,Rhododendron,viscosum,(L.)Torr.,,,
black raspberry,Rubus,occidentalis,L.,,,
Pennsylvania blackberry,Rubus,pensilvanicus,Poir.,,,
pussy willow,Salix,discolor,Muhl.,,,
chairmaker's bulrush,Schoenoplectus,americanus,(Pers.)Volk.exSchinz&R.Keller,,,
toothed whitetop aster,Sericocarpus,asteroides,(L.)B.S.P.,,,
white goldenrod,Solidago,bicolor,L.,,,
Canada goldenrod,Solidago,canadensis,L.,,,
starflower,Trientalis,borealis,Raf.,,,
seaside arrowgrass,Triglochin,maritimum,L.,,,
Blue Ridge blueberry,Vaccinium,pallidum,Ait.,,,
green false hellebore,Veratrum,viride,Ait.,,,
summer grape,Vitis,aestivalis,Michx.,,,
quaking aspen,Populus,tremuloides,Michx.,,,
white vervain,Verbena,urticifolia,L.,,,
common serviceberry,Amelanchier,arborea,(Michx.f.)Fern.,,,
sand bittercress,Cardamine,parviflora,L.,,,
Virginia water horehound,Lycopus,virginicus,L.,,,
spring forget-me-not,Myosotis,verna,Nutt.,,,
violet woodsorrel,Oxalis,violacea,L.,,,
waxflower shinleaf,Pyrola,elliptica,Nutt.,,,
widowsfrill,Silene,stellata,(L.)Ait.f.,,,
northern water plantain,Alisma,triviale,Pursh,,,
ebony spleenwort,Asplenium,platyneuron,(L.)B.S.P.,,,
meadow garlic,Allium,canadense,L.,,,
Canadian anemone,Anemone,canadensis,L.,,,
swamp milkweed,Asclepias,incarnata,L.,,,
common milkweed,Asclepias,syriaca,L.,,,
New Jersey tea,Ceanothus,americanus,L.,,,
spotted water hemlock,Cicuta,maculata,L.,,,
common goldstar,Hypoxis,hirsuta,(L.)Coville,,,
common rush,Juncus,effusus,L.,,,
roundhead lespedeza,Lespedeza,capitata,Michx.,,,
cardinalflower,Lobelia,cardinalis,L.,,,
marsh seedbox,Ludwigia,palustris,(L.)Ell.,,,
halberdleaf tearthumb,Polygonum,arifolium,L.,,,
arrowleaf tearthumb,Polygonum,sagittatum,L.,,,
eastern cottonwood,Populus,deltoides,Bartr.exMarsh.,,,
greater water dock,Rumex,orbiculatus,Gray,,,
prairie wedgescale,Sphenopholis,obtusata,(Michx.)Scribn.,,,
king of the meadow,Thalictrum,pubescens,Pursh,,,
eastern poison ivy,Toxicodendron,radicans,(L.)Kuntze,,,
arrowleaf violet,Viola,sagittata,Ait.,,,
seawrack,Zostera,marina,L.,,,
purple milkweed,Asclepias,purpurascens,L.,,,
eastern baccharis,Baccharis,halimifolia,L.,,,
eyebane,Chamaesyce,nutans,(Lag.)Small,,,
coastal sweetpepperbush,Clethra,alnifolia,L.,,,
gray dogwood,Cornus,racemosa,Lam.,,,
intermediate woodfern,Dryopteris,intermedia,(Muhl.exWilld.)Gray,,,
Virginia rose,Rosa,virginiana,P.Mill.,,,
rue anemone,Thalictrum,thalictroides,(L.)Eames&Boivin,,,
riverbank grape,Vitis,riparia,Michx.,,,
annual ragweed,Ambrosia,artemisiifolia,L.,,,
groundnut,Apios,americana,Medik.,,,
tall blue lettuce,Lactuca,biennis,(Moench)Fern.,,,
Canada mayflower,Maianthemum,canadense,Desf.,,,
early meadow-rue,Thalictrum,dioicum,L.,,,
poverty oatgrass,Danthonia,spicata,(L.)Beauv.exRoemer&J.A.Schultes,,,
common yellow oxalis,Oxalis,stricta,L.,,,
ditch stonecrop,Penthorum,sedoides,L.,,,
Pennsylvania smartweed,Persicaria,pensylvanica,(L.),M.,Gómez,
common blue violet,Viola,sororia,Willd.,,,
Allegheny serviceberry,Amelanchier,laevis,Wiegand,,,
western pearly everlasting,Anaphalis,margaritacea,(L.)Benth.,,,
field pussytoes,Antennaria,neglecta,Greene,,,
spreading dogbane,Apocynum,androsaemifolium,L.,,,
red columbine,Aquilegia,canadensis,L.,,,
sicklepod,Arabis,canadensis,L.,,,
tower rockcress,Arabis,glabra,(L.)Bernh.,,,
maidenhair spleenwort,Asplenium,trichomanes,L.,,,
downy yellow false foxglove,Aureolaria,virginica,(L.)Pennell,,,
gray birch,Betula,nigra,L.,,,
yellow marsh marigold,Calopogon,tuberosus,(L.)B.S.P.,,,
Hitchcock's sedge,Carex,hitchcockiana,Dewey,,,
bitternut hickory,Carya,cordiformis,(Wangenh.)K.Koch,,,
mat sandbur,Cenchrus,longispinus,(Hack.)Fern.,,,
partridge pea,Chamaecrista,nictitans,(L.)Moench,,,
sweet fern,Comptonia,peregrina,(L.)Coult.,,,
roundleaf dogwood,Cornus,rugosa,Lam.,,,
Great Plains flatsedge,Cyperus,lupulinus,(Spreng.)Marcks,ssp.lupulinus,,
northern bush honeysuckle,Diervilla,lonicera,P.Mill.,,,
common persimmon,Diospyros,virginiana,L.,,,
eastern bottlebrush grass,Elymus,hystrix,L.,,,
Philadelphia fleabane,Erigeron,philadelphicus,L.,,,
hyssopleaf thoroughwort,Eupatorium,hyssopifolium,L.,,,
lanceleaf wild licorice,Galium,lanceolatum,Torr.,,,
woodland sunflower,Helianthus,divaricatus,L.,,,
lesser Canadian St. Johnswort,Hypericum,canadense,L.,,,
black walnut,Juglans,nigra,L.,,,
grassleaf rush,Juncus,marginatus,Rostk.,,,
Illinois pinweed,Lechea,racemulosa,Michx.,,,
sweet crabapple,Malus,coronaria,(L.)P.Mill.,,,
red mulberry,Morus,rubra,L.,,,
Virginia groundcherry,Physalis,virginiana,P.Mill.,,,
eastern white pine,Pinus,strobus,L.,,,
palegreen orchid,Platanthera,flava,(L.)Lindl.,,,
tall rattlesnakeroot,Prenanthes,altissima,L.,,,
basil mountainmint,Pycnanthemum,clinopodioides,Torr.&Gray,,,
Pennsylvania buttercup,Ranunculus,pensylvanicus,L.f.,,,
American black currant,Ribes,americanum,P.Mill.,,,
Virginia glasswort,Salicornia,virginica,L.,,,
narrowleaf whitetop aster,Sericocarpus,linifolius,(L.)B.S.P.,,,
narrowleaf blue-eyed grass,Sisyrinchium,angustifolium,P.Mill.,,,
zigzag goldenrod,Solidago,flexicaulis,L.,,,
composite dropseed,Sporobolus,compositus,(Poir.)Merr.,,,
white panicle aster,Symphyotrichum,lanceolatum,(Willd.)Nesomssp.lanceolatumvar.lanceolatum,,,
Lowrie's blue wood aster,Symphyotrichum,lowrieanum,(Porter)Nesom,,,
lowbush blueberry,Vaccinium,angustifolium,Ait.,,,
narrowleaf vervain,Verbena,simplex,Lehm.,,,
sixweeks fescue,Vulpia,octoflora,(Walt.)Rydb.,,,
silver maple,Acer,saccharinum,L.,,,
American spikenard,Aralia,racemosa,L.,,,
walking fern,Asplenium,rhizophyllum,L.,,,
purplestem beggarticks,Bidens,connata,Muhl.exWilld.,,,
northern water-starwort,Callitriche,hermaphroditica,L.,,,
Muhlenberg's sedge,Carex,muehlenbergii,SchkuhrexWilld.,,,
Virginia springbeauty,Claytonia,virginica,L.,,,
American squawroot,Conopholis,americana,(L.)Wallr.f.,,,
rock harlequin,Corydalis,sempervirens,(L.)Pers.,,,
showy ticktrefoil,Desmodium,canadense,(L.)DC.,,,
dutchman's breeches,Dicentra,cucullaria,(L.)Bernh.,,,
deertongue,Dichanthelium,clandestinum,(L.)Gould,,,
dogtooth violet,Erythronium,americanum,Ker-Gawl.,,,
sweetscented joepyeweed,Eupatorium,purpureum,L.,,,
greater fringed gentian,Gentianopsis,crinita,(Froel.)Ma,,,
queendevil,Hieracium,gronovii,L.,,,
seaside sandplant,Honckenya,peploides,(L.)Ehrh.,,,
jointleaf rush,Juncus,articulatus,L.,,,
marsh pea,Lathyrus,palustris,L.,,,
beach pinweed,Lechea,maritima,LeggettexB.S.P.,,,
northern bugleweed,Lycopus,uniflorus,Michx.,,,
pinesap,Monotropa,hypopithys,L.,,,
oneflowered broomrape,Orobanche,uniflora,L.,,,
royal fern,Osmunda,regalis,L.,,,
American ginseng,Panax,quinquefolius,L.,,,
purple cliffbrake,Pellaea,atropurpurea,(L.)Link,,,
erect knotweed,Polygonum,erectum,L.,,,
beach plum,Prunus,maritima,Marsh.,,,
swamp white oak,Quercus,bicolor,Willd.,,,
lyreleaf sage,Salvia,lyrata,L.,,,
New England aster,Symphyotrichum,novae-angliae,(L.)Nesom,,,
southern arrowwood,Viburnum,dentatum,L.,,,
rusty woodsia,Woodsia,ilvensis,(L.)R.Br.,,,
sweetflag,Acorus,americanus,(Raf.)Raf.,,,
sweet birch,Bartonia,virginica,(L.)B.S.P.,,,
hairy woodland brome,Bromus,pubescens,Muhl.exWilld.,,,
silver false spleenwort,Deparia,acrostichoides,(Sw.)M.Kato,,,
American beech,Fagus,grandifolia,Ehrh.,,,
white ash,Fraxinus,americana,L.,,,
Canadian woodnettle,Laportea,canadensis,(L.)Weddell,,,
northern spicebush,Lindera,benzoin,(L.)Blume,,,
purple milkwort,Polygala,sanguinea,L.,,,
prairie willow,Salix,humilis,Marsh.,,,
silky willow,Salix,sericea,Marsh.,,,
northern slender ladies'-tresses,Spiranthes,lacera,(Raf.)Raf.var.gracilis(Bigelow)Luer,,,
bashful bulrush,Trichophorum,planifolium,(Spreng.)Palla,,,
whip-poor-will flower,Trillium,cernuum,L.,,,
American elm,Ulmus,americana,L.,,,
birdfoot violet,Viola,pedata,L.,,,
boxelder,Acer,negundo,L.,,,
nightcaps,Anemone,quinquefolia,L.,,,
paper birch,Betula,lenta,L.,,,
nodding beggartick,Bidens,cernua,L.,,,
low false bindweed,Calystegia,spithamaea,(L.)Pursh,,,
Emmons' sedge,Carex,albicans,Willd.exSpreng.var.emmonsii(DeweyexTorr.)J.Rettig,,,
bristleleaf sedge,Carex,eburnea,Boott,,,
hop sedge,Carex,lupulina,Muhl.exWilld.,,,
broadleaf sedge,Carex,platyphylla,Carey,,,
Schweinitz's sedge,Carex,schweinitzii,DeweyexSchwein.,,,
squarrose sedge,Carex,squarrosa,L.,,,
enchanter's nightshade,Circaea,lutetiana,,,,
stiff dogwood,Cornus,florida,L.,,,
redosier dogwood,Cornus,sericea,L.,,,
cockspur hawthorn,Crataegus,crus-galli,L.,,,
blue waxweed,Cuphea,viscosissima,Jacq.,,,
lesser yellow lady's slipper,Cypripedium,parviflorum,Salisb.,,,
flattened oatgrass,Danthonia,compressa,AustinexPeck,,,
wavy hairgrass,Deschampsia,flexuosa,(L.)Trin.,,,
hoary ticktrefoil,Desmodium,canescens,(L.)DC.,,,
smooth ticktrefoil,Desmodium,laevigatum,(Nutt.)DC.,,,
Nuttall's ticktrefoil,Desmodium,nuttallii,(Schindl.)Schub.,,,
crested woodfern,Dryopteris,cristata,(L.)Gray,,,
bald spikerush,Eleocharis,erythropoda,Steud.,,,
bog willowherb,Epilobium,leptophyllum,Raf.,,,
marsh willowherb,Epilobium,palustre,L.,,,
slender goldentop,Euthamia,tenuifolia,(Pursh)Nutt.,,,
black ash,Fraxinus,nigra,Marsh.,,,
hairy umbrella-sedge,Fuirena,squarrosa,Michx.,,,
downy rattlesnake plantain,Goodyera,pubescens,(Willd.)R.Br.exAit.f.,,,
tapertip rush,Juncus,acuminatus,Michx.,,,
poverty rush,Juncus,tenuis,Willd.,,,
yellow widelip orchid,Liparis,loeselii,(L.)L.C.Rich.,,,
fan clubmoss,Lycopodium,digitatum,Dill.,ex,A.,Braun
stiff goldenrod,Oligoneuron,rigidum,(L.)Smallvar.rigidum,,,
northern adderstongue,Ophioglossum,pusillum,Raf.,,,
cinnamon fern,Osmunda,cinnamomea,L.,,,
hophornbeam,Ostrya,virginiana,(P.Mill.)K.Koch,,,
warty panicgrass,Panicum,verrucosum,Muhl.,,,
Pennsylvania pellitory,Parietaria,pensylvanica,Muhl.exWilld.,,,
sweetscent,Pluchea,odorata,(L.)Cass.,,,
procession flower,Polygala,incarnata,L.,,,
bushy knotweed,Polygonum,ramosissimum,Michx.,,,
rabbittobacco,Pseudognaphalium,obtusifolium,(L.)Hilliard&Burtt,,,
Torrey's mountainmint,Pycnanthemum,torrei,Benth.,,,
greater creeping spearwort,Ranunculus,flammula,L.,,,
marsh rose gentian,Sabatia,dodecandra,(L.)B.S.P.,,,
grassy arrowhead,Sagittaria,graminea,Michx.,,,
showy goldenrod,Solidago,speciosa,Nutt.,,,
big cordgrass,Spartina,cynosuroides,(L.)Roth,,,
shiny wedgescale,Sphenopholis,nitida,(Biehler)Scribn.,,,
common blue wood aster,Symphyotrichum,cordifolium,(L.)Nesom,,,
smooth white oldfield aster,Symphyotrichum,racemosum,(Ell.)Nesom,,,
eastern marsh fern,Thelypteris,palustris,Schott,,,
poison sumac,Toxicodendron,vernix,(L.)Kuntze,,,
feverwort,Triosteum,perfoliatum,L.,,,
Culver's root,Veronicastrum,virginicum,(L.)Farw.,,,
smallflower false foxglove,Agalinis,paupercula,(Gray)Britt.,,,
purple false foxglove,Agalinis,purpurea,(L.)Pennell,,,
great ragweed,Ambrosia,trifida,L.,,,
candle anemone,Anemone,cylindrica,Gray,,,
yellow screwstem,Betula,papyrifera,Marsh.,,,
rattlesnake fern,Botrychium,virginianum,(L.)Sw.,,,
bulbous bittercress,Cardamine,bulbosa,(Schreb.exMuhl.)B.S.P.,,,
swamp thistle,Cirsium,muticum,Michx.,,,
beaked spikerush,Eleocharis,rostellata,(Torr.)Torr.,,,
Canada wildrye,Elymus,canadensis,L.,,,
giant sunflower,Helianthus,giganteus,L.,,,
Torrey's rush,Juncus,torreyi,Coville,,,
swamp doghobble,Leucothoe,racemosa,(L.)Gray,,,
devil's bite,Liatris,scariosa,(L.)Willd.,,,
turk's-cap lily,Lilium,superbum,L.,,,
rare clubmoss,Lycopodium,obscurum,L.,,,
piedmont staggerbush,Lyonia,mariana,(L.)D.Don,,,
fringed loosestrife,Lysimachia,ciliata,L.,,,
whorled yellow loosestrife,Lysimachia,quadrifolia,L.,,,
dwarf ginseng,Panax,trifolius,L.,,,
fen grass of Parnassus,Parnassia,glauca,Raf.,,,
thicket bean,Phaseolus,polystachios,(L.)B.S.P.,,,
yellow fringed orchid,Platanthera,ciliaris,(L.)Lindl.,,,
green fringed orchid,Platanthera,lacera,(Michx.)G.Don,,,
brownish beaksedge,Rhynchospora,capitellata,(Michx.)Vahl,,,
rosepink,Sabatia,angularis,(L.)Pursh,,,
eastern swamp saxifrage,Saxifraga,pensylvanica,L.,,,
blue skullcap,Scutellaria,lateriflora,L.,,,
roundleaf goldenrod,Solidago,patula,Muhl.exWilld.,,,
steeplebush,Spiraea,tomentosa,L.,,,
white heath aster,Symphyotrichum,ericoides,(L.)Nesomvar.ericoides,,,
sessileleaf bellwort,Uvularia,sessilifolia,L.,,,
tall hairy agrimony,Agrimonia,gryposepala,Wallr.,,,
red hickory,Carya,ovalis,(Wangenh.)Sarg.,,,
summer coralroot,Corallorrhiza,maculata,(Raf.)Raf.,,,
autumn coralroot,Corallorrhiza,odontorhiza,(Willd.)Poir.,,,
stiff ticktrefoil,Desmodium,obtusum,(Muhl.exWilld.)DC.,,,
lace grass,Eragrostis,capillaris,(L.)Nees,,,
sharpwing monkeyflower,Mimulus,alatus,Ait.,,,
clustered mille graines,Oldenlandia,uniflora,L.,,,
sensitive fern,Onoclea,sensibilis,L.,,,
interrupted fern,Osmunda,claytoniana,L.,,,
common hoptree,Ptelea,trifoliata,L.,,,
clustered mountainmint,Pycnanthemum,muticum,(Michx.)Pers.,,,
purpleflowering raspberry,Rubus,odoratus,L.,,,
lanceleaf figwort,Scrophularia,lanceolata,Pursh,,,
carpenter's square,Scrophularia,marilandica,L.,,,
purple meadowparsnip,Thaspium,trifoliatum,(L.)Grayvar.aureumBritt.,,,
slippery elm,Ulmus,rubra,Muhl.,,,
bluntlobe cliff fern,Woodsia,obtusa,(Spreng.)Torr.,,,
netted chainfern,Woodwardia,areolata,(L.)T.Moore,,,
yellow giant hyssop,Agastache,nepetoides,(L.)Kuntze,,,
whorled milkweed,Asclepias,verticillata,L.,,,
fringed brome,Bromus,ciliatus,L.,,,
crinkleroot,Cardamine,diphylla,(Michx.)Wood,,,
scarlet hawthorn,Crataegus,pedicellata,Sarg.,,,
bearded flatsedge,Cyperus,squarrosus,L.,,,
green ash,Fraxinus,pennsylvanica,Marsh.,,,
smooth Solomon's seal,Polygonatum,biflorum,(Walt.)Ell.,,,
pleatleaf knotweed,Polygonum,tenue,Michx.,,,
pin cherry,Prunus,pensylvanica,L.f.,,,
slender rose gentian,Sabatia,campanulata,(L.)Torr.,,,
sleepy silene,Silene,antirrhina,L.,,,
eastern hemlock,Tsuga,canadensis,(L.)Carr.,,,
downy yellow violet,Viola,pubescens,Ait.,,,
sugar maple,Acer,saccharum,Marsh.,,,
bushy bluestem,Andropogon,glomeratus,(Walt.)B.S.P.,,,
broomsedge bluestem,Andropogon,virginicus,L.,,,
crowned beggarticks,Bidens,coronata,(L.)Britt.,,,
shagbark hickory,Carya,ovata,(P.Mill.)K.Koch,,,
